"origin","source","name","datetime","id","pm25","aqi_pm25","pm10","no2","lat","lon","region","district","district_ru","is_valid"
AirKaz,airkaz,Альфараби - Маркова,2022-04-25 21:00:00.000,"2",8.64,48.0,10.34,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-04-12 03:00:00.000,"2",38.08,107.0,47.82,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-04-28 23:00:00.000,"2",34.87,99.0,43.22,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-05-02 21:00:00.000,"2",3.49,19.0,4.66,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-03-28 07:00:00.000,"2",24.67,80.0,29.18,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-04-07 19:00:00.000,"2",9.54,52.0,14.19,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-04-24 19:00:00.000,"2",4.28,24.0,5.66,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-04-20 13:00:00.000,"2",35.88,102.0,45.95,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-04-24 05:00:00.000,"2",8.16,45.0,9.7,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-04-27 03:00:00.000,"2",1.56,9.0,2.61,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-04-27 17:00:00.000,"2",36.5,103.0,46.68,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-04-02 09:00:00.000,"2",25.52,82.0,29.18,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-04-28 01:00:00.000,"2",2.18,12.0,2.9,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-04-05 23:00:00.000,"2",16.65,65.0,20.96,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-03-27 21:00:00.000,"2",22.0,75.0,27.86,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-04-05 13:00:00.000,"2",27.95,86.0,34.5,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-04-20 01:00:00.000,"2",37.58,106.0,47.15,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-05-20 11:00:00.000,"2",0.39,2.0,1.11,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-05-16 09:00:00.000,"2",13.33,59.0,16.6,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-05-24 15:00:00.000,"2",38.02,107.0,49.02,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-06-01 17:00:00.000,"2",2.15,12.0,3.08,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-05-08 03:00:00.000,"2",14.33,61.0,17.98,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-06-01 19:00:00.000,"2",0.02,0.0,0.12,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-05-10 19:00:00.000,"2",11.42,55.0,15.07,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-05-24 05:00:00.000,"2",31.47,93.0,38.2,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-05-11 05:00:00.000,"2",20.62,72.0,22.33,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-06-07 03:00:00.000,"2",5.97,33.0,6.98,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-06-04 17:00:00.000,"2",3.75,21.0,4.43,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-05-22 19:00:00.000,"2",0.63,4.0,0.92,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-06-17 17:00:00.000,"2",3.38,19.0,3.97,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-03-07 16:00:00.000,"2",33.93,97.0,45.57,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-06-26 19:00:00.000,"2",11.82,56.0,14.53,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-06-23 13:00:00.000,"2",5.8,32.0,7.58,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-06-29 09:00:00.000,"2",7.13,40.0,9.23,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-06-22 11:00:00.000,"2",14.51,61.0,17.08,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-06-23 09:00:00.000,"2",5.45,30.0,6.72,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-06-28 11:00:00.000,"2",4.13,23.0,4.67,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
AirKaz,airkaz,Альфараби - Маркова,2022-06-30 01:00:00.000,"2",5.37,30.0,6.3,,43.224,76.938,Алматы,Медеу ауданы,Медеуский район,true
