"origin","source","name","datetime","id","pm25","aqi_pm25","pm10","no2","lat","lon","region","district","district_ru","is_valid"
AirKaz,airkaz,Есик Центр,2019-01-14 14:00:00.000,"102",112.0,191.0,140.0,,43.356,77.467,Алматинская область,Еңбекшіқазақ ауданы,Енбекшиказахский район,true
AirKaz,airkaz,Есик Центр,2019-01-22 18:00:00.000,"102",78.0,167.0,98.0,,43.356,77.467,Алматинская область,Еңбекшіқазақ ауданы,Енбекшиказахский район,true
AirKaz,airkaz,Есик Центр,2019-01-15 22:00:00.000,"102",82.0,170.0,103.0,,43.356,77.467,Алматинская область,Еңбекшіқазақ ауданы,Енбекшиказахский район,true
AirKaz,airkaz,Есик Центр,2019-01-24 16:00:00.000,"102",157.0,232.0,191.0,,43.356,77.467,Алматинская область,Еңбекшіқазақ ауданы,Енбекшиказахский район,true
AirKaz,airkaz,Есик Центр,2019-05-20 08:00:00.000,"102",2.0,11.0,3.0,,43.356,77.467,Алматинская область,Еңбекшіқазақ ауданы,Енбекшиказахский район,true
AirKaz,airkaz,Есик Центр,2019-07-08 06:00:00.000,"102",2.0,11.0,2.0,,43.356,77.467,Алматинская область,Еңбекшіқазақ ауданы,Енбекшиказахский район,true
AirKaz,airkaz,Есик Центр,2019-06-06 18:00:00.000,"102",5.0,28.0,6.0,,43.356,77.467,Алматинская область,Еңбекшіқазақ ауданы,Енбекшиказахский район,true
AirKaz,airkaz,Есик Центр,2019-05-10 20:00:00.000,"102",20.0,71.0,26.0,,43.356,77.467,Алматинская область,Еңбекшіқазақ ауданы,Енбекшиказахский район,true
AirKaz,airkaz,Есик Центр,2019-07-31 04:00:00.000,"102",4.0,22.0,11.0,,43.356,77.467,Алматинская область,Еңбекшіқазақ ауданы,Енбекшиказахский район,true
AirKaz,airkaz,Есик Центр,2019-05-27 06:00:00.000,"102",8.0,44.0,38.0,,43.356,77.467,Алматинская область,Еңбекшіқазақ ауданы,Енбекшиказахский район,true
AirKaz,airkaz,Есик Центр,2019-07-23 22:00:00.000,"102",17.0,66.0,41.0,,43.356,77.467,Алматинская область,Еңбекшіқазақ ауданы,Енбекшиказахский район,true
AirKaz,airkaz,Есик Центр,2019-07-21 22:00:00.000,"102",11.0,55.0,38.0,,43.356,77.467,Алматинская область,Еңбекшіқазақ ауданы,Енбекшиказахский район,true
AirKaz,airkaz,Есик Центр,2019-07-19 22:00:00.000,"102",10.0,53.0,14.0,,43.356,77.467,Алматинская область,Еңбекшіқазақ ауданы,Енбекшиказахский район,true
AirKaz,airkaz,Есик Центр,2019-07-15 04:00:00.000,"102",12.0,56.0,16.0,,43.356,77.467,Алматинская область,Еңбекшіқазақ ауданы,Енбекшиказахский район,true
AirKaz,airkaz,Есик Центр,2019-05-21 20:00:00.000,"102",7.0,39.0,8.0,,43.356,77.467,Алматинская область,Еңбекшіқазақ ауданы,Енбекшиказахский район,true
AirKaz,airkaz,Есик Центр,2019-05-21 08:00:00.000,"102",4.0,22.0,5.0,,43.356,77.467,Алматинская область,Еңбекшіқазақ ауданы,Енбекшиказахский район,true
AirKaz,airkaz,Есик Центр,2019-03-23 00:00:00.000,"102",51.0,139.0,64.0,,43.356,77.467,Алматинская область,Еңбекшіқазақ ауданы,Енбекшиказахский район,true
