datetime,PM2_5,PM10,SO2,CO,NO2,NO,station,O3,year,month,day,hour
2025-05-01 00:00:00,,,,1.2295,0.0,0.0,27,,2025,5,1,0
2025-05-01 00:00:00,0.0155,0.0307,0.0833,0.0104,0.0,0.0,28,,2025,5,1,0
2025-05-01 00:00:00,0.0064,0.0485,0.0001,0.0011,0.0437,0.0515,29,,2025,5,1,0
2025-05-01 00:00:00,0.0065,0.0068,0.0,0.0655,0.0041,0.0021,31,0.0,2025,5,1,0
2025-05-01 00:00:00,,,0.0438,1.855,0.0812,,AQM 1,0.001,2025,5,1,0
2025-05-01 00:00:00,0.0,0.0,0.005,1.149,0.001,0.0,Скат-1,,2025,5,1,0
2025-05-01 00:00:00,0.0,0.0,0.0033,0.0,0.0011,0.0012,Скат-3,,2025,5,1,0
2025-05-01 00:00:00,0.0011,0.0013,,0.3098,0.0006,0.0007,Скат-4,,2025,5,1,0
2025-05-01 00:00:00,,,0.0085,0.3761,0.013,0.0089,Скат-5,,2025,5,1,0
2025-05-01 00:00:00,0.013,0.0134,0.045,0.6646,0.0774,0.0284,Скат-6,,2025,5,1,0
2025-05-01 00:00:00,,,0.0014,0.0373,0.1,0.2005,Скат2,,2025,5,1,0
2025-05-01 00:20:00,,,,1.1919,0.0,0.0,27,,2025,5,1,0
2025-05-01 00:20:00,0.0141,0.027,0.083,0.0104,0.0,0.0,28,,2025,5,1,0
2025-05-01 00:20:00,0.0069,0.047,0.0001,0.0011,0.0449,0.074,29,,2025,5,1,0
2025-05-01 00:20:00,0.0079,0.0079,0.0,0.0636,0.0038,0.0017,31,0.0,2025,5,1,0
2025-05-01 00:20:00,,,0.0482,1.2956,0.0783,,AQM 1,0.001,2025,5,1,0
2025-05-01 00:20:00,0.0,0.0,0.0042,1.2349,0.001,0.0,Скат-1,,2025,5,1,0
2025-05-01 00:20:00,0.0,0.0,0.003,0.0,0.0012,0.0013,Скат-3,,2025,5,1,0
2025-05-01 00:20:00,0.0011,0.0013,,0.295,0.0006,0.0007,Скат-4,,2025,5,1,0
2025-05-01 00:20:00,,,0.0057,0.308,0.0143,0.0085,Скат-5,,2025,5,1,0
2025-05-01 00:20:00,0.0228,0.0232,0.045,0.6677,0.0773,0.0386,Скат-6,,2025,5,1,0
2025-05-01 00:20:00,,,0.0014,0.0368,0.1,0.2005,Скат2,,2025,5,1,0
2025-05-01 00:40:00,,,,1.077,0.0,0.0,27,,2025,5,1,0
2025-05-01 00:40:00,0.0113,0.0194,0.0832,0.0103,0.0,0.0,28,,2025,5,1,0
2025-05-01 00:40:00,0.0045,0.0419,0.0002,0.0011,0.0523,0.0679,29,,2025,5,1,0
2025-05-01 00:40:00,0.0064,0.0074,0.0,0.063,0.003,0.002,31,0.0,2025,5,1,0
2025-05-01 00:40:00,,,0.0568,0.6585,0.0784,,AQM 1,0.001,2025,5,1,0
2025-05-01 00:40:00,0.0,0.0,0.004,1.2139,0.001,0.0,Скат-1,,2025,5,1,0
2025-05-01 00:40:00,0.0,0.0,0.0029,0.0,0.0011,0.0011,Скат-3,,2025,5,1,0
2025-05-01 00:40:00,0.0011,0.0013,,0.1577,0.0006,0.0007,Скат-4,,2025,5,1,0
2025-05-01 00:40:00,,,0.007,0.554,0.0134,0.0087,Скат-5,,2025,5,1,0
2025-05-01 00:40:00,0.0248,0.0307,0.045,0.6639,0.0723,0.0195,Скат-6,,2025,5,1,0
2025-05-01 00:40:00,,,0.0014,0.0364,0.1,0.2005,Скат2,,2025,5,1,0
2025-05-01 01:00:00,,,,0.8627,0.0,0.0,27,,2025,5,1,1
2025-05-01 01:00:00,0.0103,0.0176,0.0834,0.0103,0.0,0.0,28,,2025,5,1,1
2025-05-01 01:00:00,0.0042,0.0343,0.0001,0.0011,0.048,0.0552,29,,2025,5,1,1
2025-05-01 01:00:00,0.0045,0.0055,0.0,0.0628,0.0036,0.0019,31,0.0,2025,5,1,1
2025-05-01 01:00:00,,,0.0567,0.5414,0.0768,,AQM 1,0.001,2025,5,1,1
2025-05-01 01:00:00,0.0,0.0,0.0041,1.5669,0.001,0.0,Скат-1,,2025,5,1,1
2025-05-01 01:00:00,0.0,0.0,0.0031,0.0,0.0011,0.0013,Скат-3,,2025,5,1,1
2025-05-01 01:00:00,0.0011,0.0013,,0.0765,0.0006,0.0006,Скат-4,,2025,5,1,1
2025-05-01 01:00:00,,,0.0095,0.4812,0.0138,0.0088,Скат-5,,2025,5,1,1
2025-05-01 01:00:00,0.0299,0.0288,0.045,0.6629,0.0744,0.0227,Скат-6,,2025,5,1,1
2025-05-01 01:00:00,,,0.0014,0.0363,0.1,0.2005,Скат2,,2025,5,1,1
2025-05-01 01:20:00,,,,1.1932,0.0,0.0,27,,2025,5,1,1
2025-05-01 01:20:00,0.0088,0.0155,0.0826,0.0103,0.0,0.0,28,,2025,5,1,1
