origin,source,name,datetime,id,pm25,pm10,no2,so2,co,lat,lon,district,district_ru,is_valid,aqi_pm25,year,month,date,hour,is_weekend
Clarity Node,clarity,DIS-7,2025-07-01 00:00:00,DSPPD2123,9.960000038146973,,34.883998489379884,,,43.205327130825815,76.7769168478819,Наурызбай ауданы,Наурызбайский район,True,53.0,2025,7,1,0,False
Clarity Node,clarity,School 77,2025-07-01 00:00:00,DRGXK4758,5.71999979019165,,32.5620002746582,,,43.218464378811994,76.94964360143646,Медеу ауданы,Медеуский район,True,32.0,2025,7,1,0,False
Clarity Node,clarity,Shamiyeva St.,2025-07-01 00:00:00,DZBPD6527,12.130000114440918,,53.7120002746582,,,43.283229322033016,76.92753219053208,Жетісу ауданы,Жетысуский район,True,57.0,2025,7,1,0,False
Clarity Node,clarity,Elaman 105 St.,2025-07-01 00:00:00,DCBVW2970,15.140000343322754,,44.28000068664551,,,43.368606872490815,76.94705072701963,Жетісу ауданы,Жетысуский район,True,62.0,2025,7,1,0,False
Clarity Node,clarity,CHP,2025-07-01 00:00:00,DNBKW4153,12.34000015258789,,,,,43.29161420999885,76.80436756266862,Алатау ауданы,Алатауский район,True,57.0,2025,7,1,0,False
Clarity Node,clarity,Mamyr-3,2025-07-01 00:00:00,DAIEY0809,10.300000190734863,,37.475999450683595,,,43.21431008497455,76.85549980598847,Ауэзовский район,Ауэзовский район,True,53.0,2025,7,1,0,False
Clarity Node,clarity,School 192,2025-07-01 00:00:00,DXIUX1869,8.1899995803833,,27.07199993133545,,,43.172031,76.852339,Наурызбай ауданы,Наурызбайский район,True,45.0,2025,7,1,0,False
Clarity Node,clarity,Kokkainar Micro,2025-07-01 00:00:00,DAIFK5203,18.18000030517578,,47.50199890136719,,,43.290757,76.841229,Алатау ауданы,Алатауский район,True,68.0,2025,7,1,0,False
Reference Site,clarity,Almaty,2025-07-01 00:00:00,DXDVD8324,16.600000381469727,,,,,43.252855,76.93118,Алмалы ауданы,Алмалинский район,True,65.0,2025,7,1,0,False
Clarity Node,clarity,Nicolas International chain of wineries,2025-07-01 00:00:00,DMMMH0420,8.729999542236328,,30.006000137329103,,,43.19364967260028,76.90962542469542,Бостандық ауданы,Бостандыкский район,True,48.0,2025,7,1,0,False
Clarity Node,clarity,Ritz Palace,2025-07-01 00:00:00,DWGII9341,8.8100004196167,,44.9819995880127,,,43.22832883695745,76.9602836930437,Медеу ауданы,Медеуский район,True,49.0,2025,7,1,0,False
Clarity Node,clarity,Hospital-7,2025-07-01 00:00:00,DWEUM2128,13.739999771118164,,25.902000617980956,,,43.23396107591564,76.80012719631037,Наурызбай ауданы,Наурызбайский район,True,60.0,2025,7,1,0,False
Clarity Node,clarity,Kotelnikova St.,2025-07-01 00:00:00,DVPAX1933,14.68000030517578,,56.30400123596191,,,43.31039688071044,76.94216898220436,Түрксіб ауданы,Турксибский район,True,61.0,2025,7,1,0,False
Clarity Node,clarity,School 187,2025-07-01 00:00:00,DTHVZ4764,8.170000076293945,,41.18399848937988,,,43.18579430712143,76.82847702612057,Наурызбай ауданы,Наурызбайский район,True,45.0,2025,7,1,0,False
Clarity Node,clarity,Ryskulova 81,2025-07-01 00:00:00,DLNAU6990,13.770000457763672,,46.88999862670899,,,43.27865455271868,76.90347457672107,Жетісу ауданы,Жетысуский район,True,60.0,2025,7,1,0,False
Clarity Node,clarity,AsiaFood,2025-07-01 00:00:00,DKITU2463,12.539999961853027,,47.05199890136719,,,43.24283186562071,76.82871773078021,Ауэзовский район,Ауэзовский район,True,57.0,2025,7,1,0,False
Clarity Node,clarity,School 137,2025-07-01 00:00:00,DRXHW5169,13.260000228881836,,40.733998489379886,,,43.31676494629688,76.91083701308452,Жетісу ауданы,Жетысуский район,True,59.0,2025,7,1,0,False
Clarity Node,clarity,Gymnasium 39,2025-07-01 00:00:00,DCHRY4320,11.600000381469728,,37.8,,,43.3481851029586,76.843300856246,Алатау ауданы,Алатауский район,True,56.0,2025,7,1,0,False
Clarity Node,clarity,Respublika 4,2025-07-01 00:00:00,DKWGL5134,8.569999694824219,,34.00199890136719,,,43.23680399999999,76.94481400000001,Бостандық ауданы,Бостандыкский район,True,48.0,2025,7,1,0,False
Clarity Node,clarity,Kokzhiyek-63,2025-07-01 00:00:00,DSEZC5147,15.81999969482422,,34.613999176025395,,,43.35813359109591,76.92289958238688,Жетісу ауданы,Жетысуский район,True,64.0,2025,7,1,0,False
Clarity Node,clarity,Zhetysu 47,2025-07-01 00:00:00,DKQKP7937,11.789999961853027,,43.12799835205078,,,43.29170729096677,76.98979982475333,Медеу ауданы,Медеуский район,True,56.0,2025,7,1,0,False
Clarity Node,clarity,Alatau,2025-07-01 00:00:00,DAEVK9013,9.0,,36.792000961303714,,,43.176578104286946,76.89770583884861,Бостандық ауданы,Бостандыкский район,True,50.0,2025,7,1,0,False
Clarity Node,clarity,Atyrau 54,2025-07-01 00:00:00,DLHIP6221,11.720000267028809,,46.9439998626709,,,43.29677960017615,76.99158959609676,Медеу ауданы,Медеуский район,True,56.0,2025,7,1,0,False
Clarity Node,clarity,Iliyski trakt,2025-07-01 00:00:00,DMKZM8328,14.65999984741211,,41.61600151062011,,,43.34158170973398,76.98192511971963,Түрксіб ауданы,Турксибский район,True,61.0,2025,7,1,0,False
Clarity Node,clarity,School 187,2025-07-01 01:00:00,DTHVZ4764,8.40999984741211,,35.225999450683595,,,43.18579430712143,76.82847702612057,Наурызбай ауданы,Наурызбайский район,True,47.0,2025,7,1,1,False
Clarity Node,clarity,Gymnasium 39,2025-07-01 01:00:00,DCHRY4320,11.890000343322754,,44.1180004119873,,,43.3481851029586,76.843300856246,Алатау ауданы,Алатауский район,True,56.0,2025,7,1,1,False
Clarity Node,clarity,CHP,2025-07-01 01:00:00,DNBKW4153,13.010000228881836,,,,,43.29161420999885,76.80436756266862,Алатау ауданы,Алатауский район,True,58.0,2025,7,1,1,False
Clarity Node,clarity,Alatau,2025-07-01 01:00:00,DAEVK9013,8.420000076293945,,31.968000411987305,,,43.176578104286946,76.89770583884861,Бостандық ауданы,Бостандыкский район,True,47.0,2025,7,1,1,False
Clarity Node,clarity,AsiaFood,2025-07-01 01:00:00,DKITU2463,12.149999618530272,,46.745998764038085,,,43.24283186562071,76.82871773078021,Ауэзовский район,Ауэзовский район,True,57.0,2025,7,1,1,False
Clarity Node,clarity,Zhetysu 47,2025-07-01 01:00:00,DKQKP7937,10.899999618530272,,45.5939998626709,,,43.29170729096677,76.98979982475333,Медеу ауданы,Медеуский район,True,54.0,2025,7,1,1,False
Clarity Node,clarity,Hospital-7,2025-07-01 01:00:00,DWEUM2128,16.06999969482422,,43.0199993133545,,,43.23396107591564,76.80012719631037,Наурызбай ауданы,Наурызбайский район,True,64.0,2025,7,1,1,False
Clarity Node,clarity,Kokzhiyek-63,2025-07-01 01:00:00,DSEZC5147,16.09000015258789,,37.99800109863281,,,43.35813359109591,76.92289958238688,Жетісу ауданы,Жетысуский район,True,64.0,2025,7,1,1,False
Clarity Node,clarity,Atyrau 54,2025-07-01 01:00:00,DLHIP6221,11.289999961853027,,46.781999588012695,,,43.29677960017615,76.99158959609676,Медеу ауданы,Медеуский район,True,55.0,2025,7,1,1,False
Clarity Node,clarity,Kotelnikova St.,2025-07-01 01:00:00,DVPAX1933,14.539999961853027,,58.067996978759766,,,43.31039688071044,76.94216898220436,Түрксіб ауданы,Турксибский район,True,61.0,2025,7,1,1,False
Clarity Node,clarity,School 77,2025-07-01 01:00:00,DRGXK4758,5.789999961853027,,30.25799903869629,,,43.218464378811994,76.94964360143646,Медеу ауданы,Медеуский район,True,32.0,2025,7,1,1,False
Clarity Node,clarity,School 137,2025-07-01 01:00:00,DRXHW5169,13.40999984741211,,43.46999931335449,,,43.31676494629688,76.91083701308452,Жетісу ауданы,Жетысуский район,True,59.0,2025,7,1,1,False
Clarity Node,clarity,Shamiyeva St.,2025-07-01 01:00:00,DZBPD6527,11.350000381469728,,53.4060001373291,,,43.283229322033016,76.92753219053208,Жетісу ауданы,Жетысуский район,True,55.0,2025,7,1,1,False
Clarity Node,clarity,Elaman 105 St.,2025-07-01 01:00:00,DCBVW2970,14.420000076293944,,45.827998352050784,,,43.368606872490815,76.94705072701963,Жетісу ауданы,Жетысуский район,True,61.0,2025,7,1,1,False
Clarity Node,clarity,DIS-7,2025-07-01 01:00:00,DSPPD2123,10.859999656677246,,35.33399848937989,,,43.205327130825815,76.7769168478819,Наурызбай ауданы,Наурызбайский район,True,54.0,2025,7,1,1,False
Reference Site,clarity,Almaty,2025-07-01 01:00:00,DXDVD8324,18.700000762939453,,,,,43.252855,76.93118,Алмалы ауданы,Алмалинский район,True,69.0,2025,7,1,1,False
Clarity Node,clarity,School 192,2025-07-01 01:00:00,DXIUX1869,7.96999979019165,,25.4879997253418,,,43.172031,76.852339,Наурызбай ауданы,Наурызбайский район,True,44.0,2025,7,1,1,False
Clarity Node,clarity,Mamyr-3,2025-07-01 01:00:00,DAIEY0809,10.079999923706056,,33.08399848937989,,,43.21431008497455,76.85549980598847,Ауэзовский район,Ауэзовский район,True,53.0,2025,7,1,1,False
Clarity Node,clarity,Nicolas International chain of wineries,2025-07-01 01:00:00,DMMMH0420,8.779999732971191,,26.387999725341796,,,43.19364967260028,76.90962542469542,Бостандық ауданы,Бостандыкский район,True,49.0,2025,7,1,1,False
Clarity Node,clarity,Respublika 4,2025-07-01 01:00:00,DKWGL5134,8.9399995803833,,30.581999588012696,,,43.23680399999999,76.94481400000001,Бостандық ауданы,Бостандыкский район,True,50.0,2025,7,1,1,False
Clarity Node,clarity,Ryskulova 81,2025-07-01 01:00:00,DLNAU6990,13.260000228881836,,49.374000549316406,,,43.27865455271868,76.90347457672107,Жетісу ауданы,Жетысуский район,True,59.0,2025,7,1,1,False
Clarity Node,clarity,Ritz Palace,2025-07-01 01:00:00,DWGII9341,8.739999771118164,,44.76600151062012,,,43.22832883695745,76.9602836930437,Медеу ауданы,Медеуский район,True,49.0,2025,7,1,1,False
Clarity Node,clarity,Kokkainar Micro,2025-07-01 01:00:00,DAIFK5203,15.010000228881836,,50.41800041198731,,,43.290757,76.841229,Алатау ауданы,Алатауский район,True,62.0,2025,7,1,1,False
Clarity Node,clarity,Iliyski trakt,2025-07-01 01:00:00,DMKZM8328,14.289999961853027,,44.495998764038085,,,43.34158170973398,76.98192511971963,Түрксіб ауданы,Турксибский район,True,61.0,2025,7,1,1,False
Clarity Node,clarity,AsiaFood,2025-07-01 02:00:00,DKITU2463,12.630000114440918,,45.504001235961915,,,43.24283186562071,76.82871773078021,Ауэзовский район,Ауэзовский район,True,58.0,2025,7,1,2,False
Clarity Node,clarity,School 187,2025-07-01 02:00:00,DTHVZ4764,8.539999961853027,,34.542000961303714,,,43.18579430712143,76.82847702612057,Наурызбай ауданы,Наурызбайский район,True,47.0,2025,7,1,2,False
Clarity Node,clarity,Kokzhiyek-63,2025-07-01 02:00:00,DSEZC5147,16.799999237060547,,37.8,,,43.35813359109591,76.92289958238688,Жетісу ауданы,Жетысуский район,True,65.0,2025,7,1,2,False
