origin,source,name,datetime,id,pm25,aqi_pm25,pm10,no2,lat,lon,region,district,district_ru,is_valid
AirKaz,airkaz,"Тулебаева, 82",2023-01-12 12:00:00,30369354,50.88,139.0,63.79,,43.2576,76.9484,Алматы,Медеу ауданы,Медеуский район,True
AirKaz,airkaz,"Тулебаева, 82",2023-01-29 02:00:00,30369354,205.84,281.0,254.12,,43.2576,76.9484,Алматы,Медеу ауданы,Медеуский район,True
AirKaz,airkaz,"Тулебаева, 82",2023-01-08 18:00:00,30369354,50.21,137.0,64.41,,43.2576,76.9484,Алматы,Медеу ауданы,Медеуский район,True
AirKaz,airkaz,"Тулебаева, 82",2023-01-08 02:00:00,30369354,45.72,126.0,57.12,,43.2576,76.9484,Алматы,Медеу ауданы,Медеуский район,True
AirKaz,airkaz,"Тулебаева, 82",2023-01-06 04:00:00,30369354,239.45,329.0,274.81,,43.2576,76.9484,Алматы,Медеу ауданы,Медеуский район,True
AirKaz,airkaz,"Тулебаева, 82",2023-01-06 00:00:00,30369354,22.87,77.0,25.87,,43.2576,76.9484,Алматы,Медеу ауданы,Медеуский район,True
AirKaz,airkaz,"Тулебаева, 82",2023-01-17 10:00:00,30369354,130.2,206.0,156.58,,43.2576,76.9484,Алматы,Медеу ауданы,Медеуский район,True
AirKaz,airkaz,"Тулебаева, 82",2023-01-01 22:00:00,30369354,79.61,168.0,102.91,,43.2576,76.9484,Алматы,Медеу ауданы,Медеуский район,True
AirKaz,airkaz,КазГУ,2023-01-21 00:00:00,30960812,41.8,117.0,56.02,,43.22,76.9264,Алматы,Бостандық ауданы,Бостандыкский район,True
AirKaz,airkaz,КазГУ,2023-01-15 16:00:00,30960812,59.38,154.0,76.04,,43.22,76.9264,Алматы,Бостандық ауданы,Бостандыкский район,True
AirKaz,airkaz,КазГУ,2023-01-24 20:00:00,30960812,53.96,146.0,68.14,,43.22,76.9264,Алматы,Бостандық ауданы,Бостандыкский район,True
AirKaz,airkaz,КазГУ,2023-01-29 08:00:00,30960812,120.67,197.0,154.08,,43.22,76.9264,Алматы,Бостандық ауданы,Бостандыкский район,True
AirKaz,airkaz,КазГУ,2023-01-04 12:00:00,30960812,53.47,145.0,66.75,,43.22,76.9264,Алматы,Бостандық ауданы,Бостандыкский район,True
AirKaz,airkaz,КазГУ,2023-01-10 18:00:00,30960812,6.21,34.0,9.26,,43.22,76.9264,Алматы,Бостандық ауданы,Бостандыкский район,True
AirKaz,airkaz,КазГУ,2023-01-09 12:00:00,30960812,29.33,89.0,39.23,,43.22,76.9264,Алматы,Бостандық ауданы,Бостандыкский район,True
AirKaz,airkaz,KazGU2,2023-01-08 09:00:00,3269728,102.35,184.0,122.52,,43.206,76.9,Алматы,Бостандық ауданы,Бостандыкский район,True
