origin,source,name,datetime,id,pm25,pm10,no2,so2,co,lat,lon,district,district_ru,is_valid,aqi_pm25,year,month,date,hour,is_weekend
Clarity Node,clarity,Atyrau 54,2025-06-01 00:00:00,DLHIP6221,9.43,,,,,43.29677960017615,76.99158959609676,Медеу ауданы,Медеуский район,True,52.0,2025,6,1,0,True
Clarity Node,clarity,Hospital-7,2025-06-01 00:00:00,DWEUM2128,16.48,,,,,43.23396107591564,76.80012719631037,Наурызбай ауданы,Наурызбайский район,True,65.0,2025,6,1,0,True
Clarity Node,clarity,Kokzhiyek-63,2025-06-01 00:00:00,DSEZC5147,25.42,,,,,43.35813359109591,76.92289958238688,Жетісу ауданы,Жетысуский район,True,81.0,2025,6,1,0,True
Clarity Node,clarity,Zhetysu 47,2025-06-01 00:00:00,DKQKP7937,10.04,,,,,43.29170729096677,76.98979982475333,Медеу ауданы,Медеуский район,True,53.0,2025,6,1,0,True
Clarity Node,clarity,Nicolas International chain of wineries,2025-06-01 00:00:00,DMMMH0420,8.41,,,,,43.19364967260028,76.90962542469542,Бостандық ауданы,Бостандыкский район,True,47.0,2025,6,1,0,True
Clarity Node,clarity,Kokkainar Micro,2025-06-01 00:00:00,DAIFK5203,19.22,,,,,43.290757,76.841229,Алатау ауданы,Алатауский район,True,70.0,2025,6,1,0,True
Reference Site,clarity,Almaty,2025-06-01 00:00:00,DXDVD8324,7.0,,,,,43.252855,76.93118,Алмалы ауданы,Алмалинский район,True,39.0,2025,6,1,0,True
Clarity Node,clarity,School 192,2025-06-01 00:00:00,DXIUX1869,4.58,,,,,43.172031,76.852339,Наурызбай ауданы,Наурызбайский район,True,25.0,2025,6,1,0,True
Clarity Node,clarity,DIS-7,2025-06-01 00:00:00,DSPPD2123,13.93,,,,,43.205327130825815,76.7769168478819,Наурызбай ауданы,Наурызбайский район,True,60.0,2025,6,1,0,True
Clarity Node,clarity,Alatau,2025-06-01 00:00:00,DAEVK9013,9.52,,,,,43.176578104286946,76.89770583884861,Бостандық ауданы,Бостандыкский район,True,52.0,2025,6,1,0,True
Clarity Node,clarity,School 187,2025-06-01 00:00:00,DTHVZ4764,4.46,,,,,43.18579430712143,76.82847702612057,Наурызбай ауданы,Наурызбайский район,True,25.0,2025,6,1,0,True
Clarity Node,clarity,Shamiyeva St.,2025-06-01 00:00:00,DZBPD6527,13.31,,,,,43.283229322033016,76.92753219053208,Жетісу ауданы,Жетысуский район,True,59.0,2025,6,1,0,True
Clarity Node,clarity,KBTU,2025-06-01 00:00:00,DPFLR0020,10.89,,,,,43.25347876621724,76.94536842109201,Алмалы ауданы,Алмалинский район,True,54.0,2025,6,1,0,True
Clarity Node,clarity,Elaman 105 St.,2025-06-01 00:00:00,DCBVW2970,30.24,,,,,43.368606872490815,76.94705072701963,Жетісу ауданы,Жетысуский район,True,90.0,2025,6,1,0,True
Clarity Node,clarity,School 77,2025-06-01 00:00:00,DRGXK4758,2.4,,,,,43.218464378811994,76.94964360143646,Медеу ауданы,Медеуский район,True,13.0,2025,6,1,0,True
Clarity Node,clarity,Respublika 4,2025-06-01 00:00:00,DKWGL5134,7.65,,,,,43.23680399999999,76.94481400000001,Бостандық ауданы,Бостандыкский район,True,42.0,2025,6,1,0,True
Clarity Node,clarity,Gymnasium 39,2025-06-01 00:00:00,DCHRY4320,13.94,,,,,43.3481851029586,76.843300856246,Алатау ауданы,Алатауский район,True,60.0,2025,6,1,0,True
Clarity Node,clarity,Ritz Palace,2025-06-01 00:00:00,DWGII9341,5.21,,,,,43.22832883695745,76.9602836930437,Медеу ауданы,Медеуский район,True,29.0,2025,6,1,0,True
Clarity Node,clarity,Iliyski trakt,2025-06-01 00:00:00,DMKZM8328,15.93,,,,,43.34158170973398,76.98192511971963,Түрксіб ауданы,Турксибский район,True,64.0,2025,6,1,0,True
Clarity Node,clarity,Mamyr-3,2025-06-01 00:00:00,DAIEY0809,9.66,,,,,43.21431008497455,76.85549980598847,Ауэзовский район,Ауэзовский район,True,52.0,2025,6,1,0,True
Clarity Node,clarity,Ryskulova 81,2025-06-01 00:00:00,DLNAU6990,18.32,,,,,43.27865455271868,76.90347457672107,Жетісу ауданы,Жетысуский район,True,68.0,2025,6,1,0,True
Clarity Node,clarity,Kotelnikova St.,2025-06-01 00:00:00,DVPAX1933,26.56,,,,,43.31039688071044,76.94216898220436,Түрксіб ауданы,Турксибский район,True,84.0,2025,6,1,0,True
Clarity Node,clarity,AsiaFood,2025-06-01 00:00:00,DKITU2463,12.24,,,,,43.24283186562071,76.82871773078021,Ауэзовский район,Ауэзовский район,True,57.0,2025,6,1,0,True
Clarity Node,clarity,CHP,2025-06-01 00:00:00,DNBKW4153,9.87,,,,,43.29161420999885,76.80436756266862,Алатау ауданы,Алатауский район,True,52.0,2025,6,1,0,True
Clarity Node,clarity,School 137,2025-06-01 00:00:00,DRXHW5169,24.35,,,,,43.31676494629688,76.91083701308452,Жетісу ауданы,Жетысуский район,True,79.0,2025,6,1,0,True
Clarity Node,clarity,Gymnasium 39,2025-06-01 01:00:00,DCHRY4320,9.97,,,,,43.3481851029586,76.843300856246,Алатау ауданы,Алатауский район,True,53.0,2025,6,1,1,True
Clarity Node,clarity,School 77,2025-06-01 01:00:00,DRGXK4758,1.93,,,,,43.218464378811994,76.94964360143646,Медеу ауданы,Медеуский район,True,11.0,2025,6,1,1,True
Clarity Node,clarity,Kotelnikova St.,2025-06-01 01:00:00,DVPAX1933,17.38,,,,,43.31039688071044,76.94216898220436,Түрксіб ауданы,Турксибский район,True,66.0,2025,6,1,1,True
Clarity Node,clarity,Ryskulova 81,2025-06-01 01:00:00,DLNAU6990,12.41,,,,,43.27865455271868,76.90347457672107,Жетісу ауданы,Жетысуский район,True,57.0,2025,6,1,1,True
Clarity Node,clarity,DIS-7,2025-06-01 01:00:00,DSPPD2123,1.0,,,,,43.205327130825815,76.7769168478819,Наурызбай ауданы,Наурызбайский район,True,6.0,2025,6,1,1,True
Reference Site,clarity,Almaty,2025-06-01 01:00:00,DXDVD8324,4.0,,,,,43.252855,76.93118,Алмалы ауданы,Алмалинский район,True,22.0,2025,6,1,1,True
Clarity Node,clarity,Nicolas International chain of wineries,2025-06-01 01:00:00,DMMMH0420,5.25,,,,,43.19364967260028,76.90962542469542,Бостандық ауданы,Бостандыкский район,True,29.0,2025,6,1,1,True
Clarity Node,clarity,KBTU,2025-06-01 01:00:00,DPFLR0020,8.18,,,,,43.25347876621724,76.94536842109201,Алмалы ауданы,Алмалинский район,True,45.0,2025,6,1,1,True
Clarity Node,clarity,Ritz Palace,2025-06-01 01:00:00,DWGII9341,4.56,,,,,43.22832883695745,76.9602836930437,Медеу ауданы,Медеуский район,True,25.0,2025,6,1,1,True
Clarity Node,clarity,Respublika 4,2025-06-01 01:00:00,DKWGL5134,5.17,,,,,43.23680399999999,76.94481400000001,Бостандық ауданы,Бостандыкский район,True,29.0,2025,6,1,1,True
Clarity Node,clarity,School 192,2025-06-01 01:00:00,DXIUX1869,1.62,,,,,43.172031,76.852339,Наурызбай ауданы,Наурызбайский район,True,9.0,2025,6,1,1,True
