datetime,PM2_5,PM10,SO2,CO,NO2,NO,station,O3,year,month,day,hour
2024-06-01 00:00:00,,,,5.088,0.0007,0.0011,27,,2024,6,1,0
2024-06-01 00:00:00,0.0004,0.0004,0.0,0.011,0.0398,0.0419,28,0.001,2024,6,1,0
2024-06-01 00:00:00,0.0032,0.0278,0.0002,0.0237,0.0483,0.037,29,,2024,6,1,0
2024-06-01 00:00:00,0.0009,0.0009,0.0008,0.9431,0.0043,0.0011,30,0.012,2024,6,1,0
2024-06-01 00:00:00,0.0033,0.0039,0.0,0.0607,0.0208,0.0025,31,0.1124,2024,6,1,0
2024-06-01 00:00:00,,,0.0615,0.1989,0.0814,,AQM 1,0.001,2024,6,1,0
2024-06-01 00:00:00,,,0.0497,2.3889,0.126,,AQM 12,0.001,2024,6,1,0
2024-06-01 00:00:00,,,0.0331,0.2839,0.08,,AQM25,0.0186,2024,6,1,0
2024-06-01 00:00:00,0.0332,0.0356,0.0049,0.9958,0.0464,0.0043,Скат-1,,2024,6,1,0
2024-06-01 00:00:00,0.0,0.0,0.003,0.5849,0.0011,0.0012,Скат-3,,2024,6,1,0
2024-06-01 00:00:00,0.0013,0.0015,0.001,0.3383,0.0008,0.0008,Скат-4,,2024,6,1,0
2024-06-01 00:00:00,,,0.0185,0.0372,0.0847,0.0166,Скат-5,,2024,6,1,0
2024-06-01 00:00:00,0.3311,0.3367,0.045,0.6946,0.0166,0.0028,Скат-6,,2024,6,1,0
2024-06-01 00:00:00,,,,0.5189,,,Скат2,,2024,6,1,0
2024-06-01 00:20:00,,,,3.7977,0.0007,0.0011,27,,2024,6,1,0
2024-06-01 00:20:00,0.0014,0.0004,0.0,0.011,0.0364,0.0409,28,0.001,2024,6,1,0
2024-06-01 00:20:00,0.0016,0.0262,0.0001,0.026,0.0485,0.0421,29,,2024,6,1,0
2024-06-01 00:20:00,0.0008,0.0009,0.0008,0.952,0.0042,0.0007,30,0.0122,2024,6,1,0
2024-06-01 00:20:00,0.0023,0.0033,0.0001,0.0607,0.0192,0.0022,31,0.1149,2024,6,1,0
2024-06-01 00:20:00,,,0.0584,0.1719,0.0789,,AQM 1,0.0011,2024,6,1,0
2024-06-01 00:20:00,,,0.0468,2.437,0.1247,,AQM 12,0.001,2024,6,1,0
2024-06-01 00:20:00,,,0.0299,0.1279,0.0776,,AQM25,0.0205,2024,6,1,0
2024-06-01 00:20:00,0.026,0.0277,0.0037,1.0116,0.0456,0.0054,Скат-1,,2024,6,1,0
2024-06-01 00:20:00,0.0,0.0,0.003,0.5928,0.0012,0.0013,Скат-3,,2024,6,1,0
2024-06-01 00:20:00,0.0013,0.0015,0.0009,0.4791,0.0008,0.0008,Скат-4,,2024,6,1,0
2024-06-01 00:20:00,,,0.0109,0.0234,0.0676,0.0119,Скат-5,,2024,6,1,0
2024-06-01 00:20:00,0.2226,0.3565,0.045,0.701,0.0164,0.0032,Скат-6,,2024,6,1,0
2024-06-01 00:20:00,,,,0.5185,,,Скат2,,2024,6,1,0
2024-06-01 00:40:00,,,,1.9267,0.0008,0.0011,27,,2024,6,1,0
2024-06-01 00:40:00,0.0004,0.0004,0.0,0.0109,0.0353,0.0404,28,0.001,2024,6,1,0
2024-06-01 00:40:00,0.002,0.0313,0.0001,0.0382,0.0545,0.0541,29,,2024,6,1,0
2024-06-01 00:40:00,0.0006,0.0005,0.0007,0.9362,0.0049,0.0013,30,0.012,2024,6,1,0
2024-06-01 00:40:00,0.0027,0.0034,0.0001,0.0607,0.0192,0.0022,31,0.1148,2024,6,1,0
2024-06-01 00:40:00,,,0.0565,0.1026,0.0773,,AQM 1,0.0021,2024,6,1,0
2024-06-01 00:40:00,,,0.0511,2.1159,0.1243,,AQM 12,0.001,2024,6,1,0
2024-06-01 00:40:00,,,0.0287,0.0292,0.0769,,AQM25,0.0214,2024,6,1,0
2024-06-01 00:40:00,0.0279,0.0292,0.0039,1.0347,0.0449,0.0023,Скат-1,,2024,6,1,0
2024-06-01 00:40:00,0.0,0.0,0.0031,1.1059,0.0012,0.0014,Скат-3,,2024,6,1,0
2024-06-01 00:40:00,0.0013,0.0015,0.0009,0.4128,0.0007,0.0008,Скат-4,,2024,6,1,0
2024-06-01 00:40:00,,,0.0147,0.0258,0.0697,0.0129,Скат-5,,2024,6,1,0
2024-06-01 00:40:00,0.0742,0.0797,0.045,0.6974,0.0163,0.0032,Скат-6,,2024,6,1,0
2024-06-01 00:40:00,,,,0.5173,,,Скат2,,2024,6,1,0
2024-06-01 01:00:00,,,,2.2012,0.0007,0.0011,27,,2024,6,1,1
2024-06-01 01:00:00,0.0018,0.036,0.0001,0.0552,0.0581,0.0671,29,,2024,6,1,1
2024-06-01 01:00:00,0.0007,0.0006,0.0007,0.9158,0.0048,0.0017,30,0.0118,2024,6,1,1
2024-06-01 01:00:00,0.0031,0.0025,0.0001,0.0607,0.0161,0.0022,31,0.1184,2024,6,1,1
2024-06-01 01:00:00,,,0.0556,0.0596,0.0748,,AQM 1,0.0041,2024,6,1,1
2024-06-01 01:00:00,,,0.0574,1.9298,0.1248,,AQM 12,0.001,2024,6,1,1
2024-06-01 01:00:00,,,0.0305,0.0345,0.0762,,AQM25,0.0224,2024,6,1,1
2024-06-01 01:00:00,0.0205,0.0221,0.0021,1.0587,0.0448,0.0018,Скат-1,,2024,6,1,1
2024-06-01 01:00:00,0.0,0.0,0.003,0.7488,0.0012,0.0014,Скат-3,,2024,6,1,1
2024-06-01 01:00:00,0.0013,0.0015,0.0009,0.0956,0.0007,0.0008,Скат-4,,2024,6,1,1
2024-06-01 01:00:00,,,0.0153,0.0231,0.0753,0.0137,Скат-5,,2024,6,1,1
2024-06-01 01:00:00,0.0751,0.085,0.045,0.6988,0.0162,0.0034,Скат-6,,2024,6,1,1
2024-06-01 01:00:00,,,,0.517,,,Скат2,,2024,6,1,1
2024-06-01 01:20:00,,,,3.1393,0.0007,0.0011,27,,2024,6,1,1
2024-06-01 01:20:00,0.0019,0.0503,0.0001,0.0759,0.0716,0.0915,29,,2024,6,1,1
2024-06-01 01:20:00,0.0006,0.0005,0.0007,0.9023,0.0048,0.0014,30,0.0117,2024,6,1,1
2024-06-01 01:20:00,0.0016,0.0024,0.0001,0.0607,0.0144,0.0023,31,0.119,2024,6,1,1
2024-06-01 01:20:00,,,0.0546,0.0115,0.0716,,AQM 1,0.0072,2024,6,1,1
2024-06-01 01:20:00,,,0.0596,1.8566,0.124,,AQM 12,0.001,2024,6,1,1
2024-06-01 01:20:00,,,0.0447,0.2061,0.0809,,AQM25,0.0208,2024,6,1,1
2024-06-01 01:20:00,0.0182,0.0204,0.0031,0.9368,0.0466,0.0028,Скат-1,,2024,6,1,1
2024-06-01 01:20:00,0.0,0.0,0.003,0.6298,0.0011,0.0012,Скат-3,,2024,6,1,1
2024-06-01 01:20:00,0.0012,0.0015,0.0009,0.076,0.0007,0.0007,Скат-4,,2024,6,1,1
2024-06-01 01:20:00,,,0.0081,0.0229,0.0686,0.0125,Скат-5,,2024,6,1,1
2024-06-01 01:20:00,0.0449,0.0712,0.045,0.7029,0.016,0.0037,Скат-6,,2024,6,1,1
2024-06-01 01:20:00,,,,0.5161,,,Скат2,,2024,6,1,1
2024-06-01 01:40:00,,,,2.3383,0.0007,0.0011,27,,2024,6,1,1
2024-06-01 01:40:00,0.0017,0.0524,0.0001,0.0788,0.0764,0.0956,29,,2024,6,1,1
2024-06-01 01:40:00,0.0014,0.0014,0.0007,0.874,0.0039,0.0012,30,0.0121,2024,6,1,1
2024-06-01 01:40:00,0.0015,0.0023,0.0,0.0607,0.0136,0.0023,31,0.1202,2024,6,1,1
2024-06-01 01:40:00,,,0.0516,0.001,0.0676,,AQM 1,0.0103,2024,6,1,1
2024-06-01 01:40:00,,,0.0671,1.4243,0.1228,,AQM 12,0.001,2024,6,1,1
2024-06-01 01:40:00,,,0.0415,0.2263,0.0806,,AQM25,0.0202,2024,6,1,1
2024-06-01 01:40:00,0.0167,0.0183,0.0032,0.9243,0.0454,0.0032,Скат-1,,2024,6,1,1
2024-06-01 01:40:00,0.0,0.0,0.0031,0.4047,0.0012,0.0015,Скат-3,,2024,6,1,1
2024-06-01 01:40:00,0.0012,0.0015,0.0009,0.0892,0.0007,0.0007,Скат-4,,2024,6,1,1
2024-06-01 01:40:00,,,0.0108,0.0226,0.0611,0.0107,Скат-5,,2024,6,1,1
2024-06-01 01:40:00,0.0006,0.0073,0.045,0.6819,0.0163,0.0028,Скат-6,,2024,6,1,1
2024-06-01 01:40:00,,,,0.5156,,,Скат2,,2024,6,1,1
2024-06-01 02:00:00,,,,1.4475,0.0007,0.0011,27,,2024,6,1,2
2024-06-01 02:00:00,0.0024,0.0536,0.0001,0.0791,0.0812,0.0975,29,,2024,6,1,2
2024-06-01 02:00:00,0.0012,0.001,0.0007,0.8269,0.0044,0.001,30,0.0119,2024,6,1,2
2024-06-01 02:00:00,0.0024,0.0028,0.0,0.0609,0.0119,0.0021,31,0.1203,2024,6,1,2
2024-06-01 02:00:00,,,0.0522,0.001,0.0672,,AQM 1,0.0107,2024,6,1,2
2024-06-01 02:00:00,,,0.0593,1.5819,0.1214,,AQM 12,0.001,2024,6,1,2
2024-06-01 02:00:00,,,0.0442,0.1609,0.0814,,AQM25,0.0199,2024,6,1,2
2024-06-01 02:00:00,0.0145,0.0158,0.0035,0.7853,0.0418,0.0015,Скат-1,,2024,6,1,2
2024-06-01 02:00:00,0.0,0.0,0.0033,0.3084,0.0012,0.0013,Скат-3,,2024,6,1,2
2024-06-01 02:00:00,0.0012,0.0015,0.0009,0.3232,0.0007,0.0007,Скат-4,,2024,6,1,2
2024-06-01 02:00:00,,,0.0154,0.027,0.0542,0.01,Скат-5,,2024,6,1,2
2024-06-01 02:00:00,0.0008,0.0064,0.045,0.6767,0.0158,0.0037,Скат-6,,2024,6,1,2
