datetime,PM2_5,PM10,SO2,CO,NO2,NO,station,O3,year,month,day,hour
2024-11-01 00:00:00,,,,1.9524,0.0,0.0,27,,2024,11,1,0
2024-11-01 00:00:00,0.1004,0.1434,0.0825,0.0124,0.1757,0.0448,28,,2024,11,1,0
2024-11-01 00:00:00,0.0012,0.0754,0.0,0.0767,,,29,,2024,11,1,0
2024-11-01 00:00:00,0.0008,0.0015,0.0005,1.0071,0.0636,0.2659,30,0.0106,2024,11,1,0
2024-11-01 00:00:00,0.0277,0.0,0.0003,0.0615,0.0037,0.0017,31,,2024,11,1,0
2024-11-01 00:00:00,,,0.0495,0.001,0.0648,,AQM 1,0.0044,2024,11,1,0
2024-11-01 00:00:00,0.0428,0.0447,0.0044,2.3374,0.3624,0.4686,Скат-1,,2024,11,1,0
2024-11-01 00:00:00,0.0,0.0,0.0027,0.0,0.0009,0.001,Скат-3,,2024,11,1,0
2024-11-01 00:00:00,0.0009,0.0011,,0.9994,0.0004,0.0005,Скат-4,,2024,11,1,0
2024-11-01 00:00:00,,,0.0034,0.3447,0.0122,0.0092,Скат-5,,2024,11,1,0
2024-11-01 00:00:00,0.0,0.0,0.1202,0.7109,0.0721,0.0962,Скат-6,,2024,11,1,0
2024-11-01 00:00:00,,,0.047,0.5419,0.3428,0.249,Скат2,,2024,11,1,0
2024-11-01 00:20:00,,,,1.169,0.0,0.0,27,,2024,11,1,0
2024-11-01 00:20:00,0.0873,0.1319,0.0826,0.0123,0.1667,0.0403,28,,2024,11,1,0
2024-11-01 00:20:00,0.0019,0.0748,0.0,0.0854,,,29,,2024,11,1,0
2024-11-01 00:20:00,0.001,0.0011,0.0005,0.9791,0.0624,0.2506,30,0.0104,2024,11,1,0
2024-11-01 00:20:00,0.0277,0.0,0.0003,0.0614,0.0032,0.0017,31,,2024,11,1,0
2024-11-01 00:20:00,,,0.05,0.0048,0.065,,AQM 1,0.0045,2024,11,1,0
2024-11-01 00:20:00,0.0392,0.0409,0.0046,2.2654,0.3776,0.3795,Скат-1,,2024,11,1,0
2024-11-01 00:20:00,0.0,0.0,0.0028,0.0,0.0009,0.0011,Скат-3,,2024,11,1,0
2024-11-01 00:20:00,0.0009,0.0011,,0.5638,0.0004,0.0005,Скат-4,,2024,11,1,0
2024-11-01 00:20:00,,,0.0064,0.325,0.0128,0.0087,Скат-5,,2024,11,1,0
2024-11-01 00:20:00,0.0,0.0,0.1204,0.662,0.0711,0.0816,Скат-6,,2024,11,1,0
2024-11-01 00:20:00,,,0.0458,0.5412,0.3702,0.2502,Скат2,,2024,11,1,0
2024-11-01 00:40:00,,,,1.1019,0.0,0.0,27,,2024,11,1,0
2024-11-01 00:40:00,0.0787,0.1146,0.0829,0.0122,0.1562,0.0361,28,,2024,11,1,0
2024-11-01 00:40:00,0.0018,0.0786,0.0,0.0865,,,29,,2024,11,1,0
2024-11-01 00:40:00,0.0008,0.0013,0.0005,0.9586,0.0591,0.2319,30,0.0104,2024,11,1,0
2024-11-01 00:40:00,0.0277,0.0,0.0003,0.0614,0.0034,0.0019,31,,2024,11,1,0
2024-11-01 00:40:00,,,0.0542,0.0638,0.0658,,AQM 1,0.0045,2024,11,1,0
2024-11-01 00:40:00,0.0331,0.0347,0.0045,2.1482,0.3717,0.2852,Скат-1,,2024,11,1,0
2024-11-01 00:40:00,0.0,0.0,0.0027,0.0,0.001,0.001,Скат-3,,2024,11,1,0
2024-11-01 00:40:00,0.0009,0.0011,,0.4108,0.0004,0.0005,Скат-4,,2024,11,1,0
2024-11-01 00:40:00,,,0.0028,0.3406,0.0123,0.0091,Скат-5,,2024,11,1,0
2024-11-01 00:40:00,0.0,0.0,0.1206,0.662,0.0676,0.0639,Скат-6,,2024,11,1,0
